PlayerId,PlayerName,Salary,PlayerPos,Default_Proj_Score,Proj_Mins,Team,Period,AwayTeam,HomeTeam,DateTime,Actual_Mins,Actual_Pts,Last_Sal,Proj_Score
1887,Randy Foye,3500,SG,13.50,21.00,DEN,2015-11-20,PHX,DEN,2015-11-20 210000,13,3.20,3600,13.50
715,Omer Asik,3500,C,16.98,22.00,NOP,2015-11-20,SAS,NOP,2015-11-20 200000,11,8.40,3500,16.98
1910,Anthony Tolliver,3500,PF,8.93,17.00,DET,2015-11-20,DET,MIN,2015-11-20 200000,20,4.40,3500,8.93
14848,Adreian Payne,3500,PF,1.89,3.00,MIN,2015-11-20,DET,MIN,2015-11-20 200000,19,4.60,3500,1.89
1978,Jon Leuer,3500,PF,14.64,15.00,PHX,2015-11-20,PHX,DEN,2015-11-20 210000,21,15.00,3600,14.64
1937,Patrick Patterson,3500,PF,14.33,24.00,TOR,2015-11-20,TOR,LAL,2015-11-20 223000,26,21.90,3700,14.33
2042,Darrell Arthur,3500,PF,7.67,12.67,DEN,2015-11-20,PHX,DEN,2015-11-20 210000,18,13.10,3500,7.67
2010,Thomas Robinson,3500,PF,4.73,5.00,BKN,2015-11-20,BKN,BOS,2015-11-20 193000,16,13.20,3800,4.73
6640,Shaun Livingston,3500,PG,10.55,18.00,GSW,2015-11-20,CHI,GSW,2015-11-20 223000,12,10.10,3500,10.55
3835,Luc Mbah a Moute,3500,SF,5.35,8.00,LAC,2015-11-20,LAC,POR,2015-11-20 220000,10,5.80,3500,5.35
1193452,R.J. Hunter,3500,SG,2.22,3.33,BOS,2015-11-20,BKN,BOS,2015-11-20 193000,6,5.00,3500,2.22
2500,Bismack Biyombo,3500,C,15.84,18.00,TOR,2015-11-20,TOR,LAL,2015-11-20 223000,15,7.80,3900,15.84
1933,James Johnson,3500,SF,3.44,5.00,TOR,2015-11-20,TOR,LAL,2015-11-20 223000,15,9.80,3700,3.44
1828,D.J. Augustin,3500,PG,11.98,17.67,OKC,2015-11-20,NYK,OKC,2015-11-20 200000,13,1.00,3500,11.98
10487,Sergey Karasev,3500,SF,0.00,0.00,BKN,2015-11-20,BKN,BOS,2015-11-20 193000,24,7.50,3500,0.00
1193558,Devin Booker,3500,SG,3.88,5.00,PHX,2015-11-20,PHX,DEN,2015-11-20 210000,9,1.70,3500,3.88
3903,Tayshaun Prince,3500,SF,6.81,15.00,MIN,2015-11-20,DET,MIN,2015-11-20 200000,21,4.90,3500,6.81
1193502,Larry Nance Jr.,3500,PF,11.32,16.67,LAL,2015-11-20,TOR,LAL,2015-11-20 223000,18,5.40,3500,11.32
10485,Kostas Papanikolaou,3500,SF,3.46,5.00,DEN,2015-11-20,PHX,DEN,2015-11-20 210000,5,0.00,3500,3.46
762,Wayne Ellington,3500,SG,9.15,16.67,BKN,2015-11-20,BKN,BOS,2015-11-20 193000,3,3.00,3500,9.15
1193445,Rondae Hollis-Jefferson,3500,SF,20.06,26.00,BKN,2015-11-20,BKN,BOS,2015-11-20 193000,31,30.20,3500,20.06
10476,Markel Brown,3500,SG,0.60,1.33,BKN,2015-11-20,BKN,BOS,2015-11-20 193000,5,3.50,3500,0.60
761,Nick Young,3500,SG,15.76,22.00,LAL,2015-11-20,TOR,LAL,2015-11-20 223000,14,9.00,3600,15.76
2401,Brian Roberts,3500,PG,5.47,6.00,CHA,2015-11-20,PHI,CHA,2015-11-20 190000,13,6.50,3500,5.47
3900,JaKarr Sampson,3500,SF,4.06,5.00,PHI,2015-11-20,PHI,CHA,2015-11-20 190000,13,8.60,3500,4.06
1193500,Marcelo Huertas,3500,PG,3.52,4.33,LAL,2015-11-20,TOR,LAL,2015-11-20 223000,0,0.00,3500,3.52
938778,James McAdoo,3500,PF,0.61,0.67,GSW,2015-11-20,CHI,GSW,2015-11-20 223000,6,4.20,3500,0.61
2000,Jonas Jerebko,3500,PF,4.82,7.67,BOS,2015-11-20,BKN,BOS,2015-11-20 193000,18,5.90,3500,4.82
759,Ronnie Price,3500,PG,2.06,3.00,PHX,2015-11-20,PHX,DEN,2015-11-20 210000,20,15.90,3500,2.06
1963,Jeremy Evans,3500,PF,3.79,5.33,DAL,2015-11-20,UTA,DAL,2015-11-20 203000,0,0.00,3500,3.79
3897,Archie Goodwin,3500,PG,7.23,11.00,PHX,2015-11-20,PHX,DEN,2015-11-20 210000,5,0.00,3600,7.23
1929,Mirza Teletovic,3500,PF,12.26,15.00,PHX,2015-11-20,PHX,DEN,2015-11-20 210000,20,25.50,3600,12.26
3274,Joe Ingles,3500,SF,8.07,13.00,UTA,2015-11-20,UTA,DAL,2015-11-20 203000,3,0.00,3500,8.07
